Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Max_strength.perceptual,Exclusivity.perceptual,Dominant.perceptual,Minkowski3.perceptual,N_known.perceptual,Percent_known.perceptual
CARDSTOCK,0.722,0.333,3.056,0.389,0.833,3.667,1.487,0.97,2.043,1.037,1.543,1.749,3.667,0.37,Visual,4.289,18,0.9
CRISPNESS,2.333,2.333,3.056,0.944,1.0,3.167,1.879,2.086,1.924,1.893,1.495,1.757,3.167,0.173,Visual,4.44,18,1.0
MOSQUITO,3.0,0.0,3.056,1.111,0.0,4.5,1.749,0.0,1.83,1.811,0.0,0.786,4.5,0.386,Visual,5.29,18,1.0
SOUPSPOON,0.444,1.556,3.056,0.5,0.389,3.778,0.856,2.121,1.893,1.043,0.85,1.865,3.778,0.349,Visual,4.422,18,0.9
BLISTERING,0.667,0.278,3.056,3.0,0.5,2.556,1.283,0.752,1.434,1.609,1.15,1.756,3.056,0.276,Haptic,4.173,18,1.0
EXISTENCE,3.333,2.222,3.056,2.944,2.278,3.833,1.815,2.016,1.984,2.1,2.137,1.425,3.833,0.091,Visual,5.542,18,1.0
MOVABLE,0.5,0.056,3.056,0.667,0.056,3.444,0.924,0.236,1.589,1.534,0.236,1.338,3.444,0.436,Visual,4.118,18,1.0
SCHOOLBOOK,0.333,0.0,3.056,0.111,0.278,4.222,0.485,0.0,2.155,0.471,0.575,1.263,4.222,0.528,Visual,4.701,18,1.0
SCISSOR,1.0,0.167,3.056,0.444,0.222,3.444,1.372,0.707,2.1,1.149,0.943,1.886,3.444,0.393,Visual,4.131,18,1.0
CRUSTED,0.389,1.389,3.056,0.167,0.444,3.611,1.145,1.787,1.765,0.514,1.199,2.004,3.611,0.38,Visual,4.281,18,1.0
CROWBAR,0.944,0.333,3.056,0.5,0.5,3.389,1.434,0.97,1.862,1.043,1.15,1.883,3.389,0.35,Visual,4.093,18,1.0
PENCILSHARPENER,2.389,0.0,3.056,0.056,0.444,3.889,1.914,0.0,2.155,0.236,1.042,1.875,3.889,0.395,Visual,4.658,18,1.0
BUFFET,1.722,4.333,3.056,1.167,4.0,4.5,1.708,1.328,2.127,1.689,1.372,0.786,4.5,0.178,Visual,6.477,18,1.0
PERSPIRATION,0.111,0.556,3.056,2.111,1.944,2.778,0.471,1.042,1.798,1.811,1.589,1.734,3.056,0.279,Haptic,4.059,18,1.0
MOTOR SCOOTER,3.389,0.167,3.056,0.833,0.722,4.389,1.501,0.707,1.731,1.339,1.018,1.092,4.389,0.336,Visual,5.348,18,1.0
TORTILLA,0.556,4.667,3.056,0.278,2.833,4.111,1.464,1.188,2.043,0.669,1.855,1.53,4.667,0.283,Gustatory,6.06,18,1.0
DOORKNOCKER,3.611,0.167,3.056,0.222,0.0,3.5,1.944,0.707,1.955,0.943,0.0,1.855,3.611,0.342,Auditory,4.912,18,1.0
HANDHELD,0.778,0.0,3.056,0.0,0.0,3.722,1.478,0.0,1.765,0.0,0.0,1.873,3.722,0.493,Visual,4.319,18,1.0
EAR,2.778,0.056,3.056,1.444,0.278,3.833,2.264,0.236,1.893,1.977,0.826,1.425,3.833,0.33,Visual,4.782,18,1.0
TEAR APART,1.667,0.0,3.056,0.444,0.0,3.0,1.495,0.0,1.862,1.042,0.0,2.114,3.056,0.374,Haptic,3.92,18,1.0
ASS,1.278,0.222,3.056,0.5,1.278,3.833,1.873,0.548,2.014,1.043,1.841,1.724,3.833,0.355,Visual,4.468,18,1.0
VELCRO,2.667,0.056,3.056,0.111,0.111,3.444,1.782,0.236,1.765,0.323,0.323,1.653,3.444,0.359,Visual,4.454,18,1.0
JAGGEDLY,0.611,0.056,3.056,0.833,0.056,3.722,1.243,0.236,1.984,1.383,0.236,1.565,3.722,0.44,Visual,4.325,18,1.0
EMBRACING,0.667,0.0,3.056,2.333,0.222,2.833,1.372,0.0,1.984,1.97,0.548,1.724,3.056,0.335,Haptic,4.006,18,0.947
DISK,1.333,0.278,3.056,0.667,0.222,3.556,1.749,0.752,2.043,1.572,0.943,1.756,3.556,0.366,Visual,4.239,18,1.0
LINING,0.611,0.0,3.056,0.222,0.167,3.556,1.501,0.0,1.862,0.943,0.707,1.756,3.556,0.467,Visual,4.193,18,1.0
MAKE,2.111,1.333,3.056,1.556,1.278,3.389,1.875,1.91,2.1,1.854,1.809,1.819,3.389,0.166,Visual,4.398,18,1.0
LACERATION,0.778,0.111,3.056,2.722,0.167,3.167,1.353,0.323,1.83,2.024,0.514,1.855,3.167,0.306,Visual,4.326,18,0.947
MATE,3.389,0.611,3.056,1.722,0.833,4.278,1.787,1.335,1.955,1.965,1.339,0.958,4.278,0.264,Visual,5.333,18,1.0
TOWEL RACK,0.333,0.0,3.056,0.0,0.222,4.611,1.188,0.0,2.1,0.0,0.943,1.195,4.611,0.561,Visual,5.021,18,1.0
MUD,0.737,0.105,3.053,0.105,0.842,4.0,1.195,0.315,1.433,0.459,1.259,1.374,4.0,0.44,Visual,4.538,19,1.0
BOOT,0.474,0.0,3.053,0.211,0.737,3.368,1.219,0.0,1.682,0.535,1.327,1.892,3.368,0.43,Visual,4.065,19,1.0
SEXUALLY,2.263,0.579,3.053,2.895,0.842,3.105,1.759,1.305,2.013,2.132,1.5,1.663,3.105,0.198,Visual,4.563,19,1.0
CORN,0.632,4.579,3.053,1.263,2.842,4.105,1.165,0.769,1.649,1.851,1.951,1.1,4.579,0.24,Gustatory,6.026,19,1.0
SLOTTED SPOON,0.158,0.053,3.053,0.0,0.053,4.158,0.375,0.229,1.747,0.0,0.229,1.214,4.158,0.556,Visual,4.647,19,0.95
PADDLED,1.684,0.0,3.053,1.105,0.0,2.895,1.797,0.0,2.094,1.729,0.0,2.132,3.053,0.349,Haptic,3.889,19,0.95
CLAMP,1.474,0.263,3.053,1.105,0.263,3.842,1.954,1.147,1.84,1.761,1.147,1.573,3.842,0.358,Visual,4.477,19,1.0
PEEL,0.789,1.053,3.053,0.368,1.211,3.579,1.316,1.471,1.682,0.895,1.653,1.742,3.579,0.319,Visual,4.268,19,0.95
PEEL OFF,1.053,0.211,3.053,0.947,0.158,3.105,1.268,0.918,1.649,1.545,0.688,1.56,3.105,0.346,Visual,3.924,19,1.0
SOAK,0.579,0.158,3.053,0.947,0.211,2.368,1.17,0.688,1.433,1.353,0.713,1.832,3.053,0.396,Haptic,3.498,19,1.0
BILLFOLD,0.263,0.0,3.053,0.263,0.368,3.579,0.653,0.0,2.041,0.733,0.684,1.865,3.579,0.476,Visual,4.205,19,0.95
PIANO,4.579,0.053,3.053,0.368,0.0,3.368,1.017,0.229,1.682,1.212,0.0,1.499,4.579,0.401,Auditory,5.459,19,1.0
SPEAR,0.842,0.158,3.053,0.368,0.158,3.789,1.425,0.501,1.929,1.116,0.375,1.718,3.789,0.434,Visual,4.371,19,1.0
BALANCE BEAM,0.474,0.0,3.053,0.263,0.158,3.895,1.124,0.0,1.957,0.562,0.501,1.595,3.895,0.497,Visual,4.442,19,1.0
CROWN,0.211,0.053,3.053,0.474,0.105,4.316,0.419,0.229,2.121,1.02,0.315,1.293,4.316,0.519,Visual,4.776,19,1.0
WINDOWPANE,0.579,0.0,3.053,0.053,0.0,4.316,1.465,0.0,1.87,0.229,0.0,1.25,4.316,0.539,Visual,4.777,19,1.0
UNDAMAGED,0.947,0.263,3.053,0.737,0.263,4.211,1.433,0.933,1.747,1.522,0.933,1.084,4.211,0.417,Visual,4.708,19,1.0
SHRAPNEL,1.0,0.211,3.053,1.895,0.421,3.474,1.491,0.918,1.985,2.025,1.216,1.712,3.474,0.325,Visual,4.277,19,0.95
CHISEL,2.211,0.0,3.053,0.684,0.0,4.158,1.619,0.0,1.929,1.057,0.0,1.068,4.158,0.411,Visual,4.812,19,1.0
BATH MAT,0.053,0.0,3.053,0.053,0.263,3.842,0.229,0.0,1.747,0.229,0.653,1.608,3.842,0.529,Visual,4.4,19,1.0
HALF DOLLAR,0.211,0.0,3.053,0.053,0.211,4.0,0.419,0.0,1.87,0.229,0.535,1.528,4.0,0.531,Visual,4.522,19,1.0
DURABLENESS,1.0,0.158,3.053,1.053,0.263,3.632,1.491,0.375,1.957,1.471,0.562,1.832,3.632,0.379,Visual,4.282,19,1.0
HAIRDRYER,3.737,0.263,3.053,0.316,0.947,3.526,1.881,1.147,1.929,1.157,1.353,1.926,3.737,0.293,Auditory,5.005,19,1.0
PRIVATES,0.579,1.0,3.053,1.263,1.053,3.947,1.17,1.826,1.985,2.077,1.715,1.545,3.947,0.309,Visual,4.552,19,1.0
HIT,1.8,0.6,3.05,2.15,0.65,3.15,1.795,1.569,1.986,2.3,1.631,1.843,3.15,0.224,Visual,4.234,20,1.0
SKI MASK,0.0,0.2,3.05,0.2,0.45,4.15,0.0,0.894,1.761,0.696,1.395,1.268,4.15,0.516,Visual,4.641,20,1.0
TOSTADA,1.0,4.05,3.05,0.55,2.9,3.9,1.376,1.761,1.638,1.146,1.683,1.41,4.05,0.227,Gustatory,5.643,20,1.0
CRUNCHINESS,3.8,3.7,3.05,1.5,0.15,1.45,1.735,1.689,1.791,1.906,0.489,1.877,3.8,0.267,Auditory,5.197,20,1.0
BREASTBONE,0.05,0.05,3.05,0.95,0.0,3.15,0.224,0.224,1.504,1.605,0.0,1.755,3.15,0.434,Visual,3.925,20,1.0
NIGHTWEAR,0.15,0.15,3.05,0.5,0.2,4.45,0.671,0.671,1.791,1.277,0.696,0.826,4.45,0.506,Visual,4.886,20,1.0
NETTING,0.45,0.0,3.05,0.2,0.05,3.6,1.191,0.0,1.82,0.696,0.224,1.789,3.6,0.49,Visual,4.22,20,0.909
JOLT,1.15,0.15,3.05,2.85,0.2,1.95,1.599,0.366,1.959,2.134,0.523,1.701,3.05,0.31,Haptic,3.925,20,1.0
LOCK,2.1,0.25,3.05,0.45,0.25,4.4,1.971,1.118,1.82,1.276,1.118,0.883,4.4,0.395,Visual,4.972,20,1.0
SALT SHAKER,1.7,0.15,3.05,0.0,0.15,4.3,1.72,0.366,1.986,0.0,0.489,1.174,4.3,0.46,Visual,4.832,20,1.0
SIM CARD,0.05,0.0,3.05,0.0,0.0,4.25,0.224,0.0,2.114,0.0,0.0,1.333,4.25,0.578,Visual,4.72,20,1.0
BURN,1.05,0.45,3.05,3.2,1.9,3.8,1.191,1.146,1.959,1.881,1.832,1.436,3.8,0.249,Visual,4.988,20,1.0
GEMSTONE,0.3,0.0,3.05,0.15,0.0,4.5,0.733,0.0,1.731,0.671,0.0,1.0,4.5,0.562,Visual,4.926,20,1.0
ORGASM,3.15,0.95,3.05,4.6,0.9,2.6,1.694,1.849,2.212,0.94,1.683,1.603,4.6,0.243,Interoceptive,5.605,20,1.0
BALDHEAD,0.3,0.15,3.05,0.25,0.0,4.2,1.129,0.671,2.038,0.786,0.0,1.196,4.2,0.528,Visual,4.68,20,1.0
SUNBURNED,0.2,0.15,3.05,3.05,0.25,3.9,0.894,0.671,1.731,1.932,1.118,1.021,3.9,0.354,Visual,4.878,20,1.0
WARDROBE,0.3,0.1,3.05,0.35,0.3,4.4,0.657,0.447,1.538,0.813,0.571,0.94,4.4,0.506,Visual,4.844,20,1.0
MOUSTACHE,0.2,0.15,3.05,0.3,0.35,4.15,0.523,0.489,1.849,0.733,0.875,1.089,4.15,0.488,Visual,4.64,20,1.0
GUMMY,0.2,2.55,3.05,0.95,0.55,3.6,0.523,1.959,1.82,1.395,0.826,1.392,3.6,0.312,Visual,4.525,20,1.0
HEADBOARD,0.25,0.0,3.05,0.15,0.05,4.1,0.639,0.0,1.605,0.366,0.224,0.968,4.1,0.539,Visual,4.6,20,1.0
MAGNETIC,0.65,0.25,3.05,1.1,0.25,3.3,1.268,1.118,2.139,1.619,1.118,1.689,3.3,0.355,Visual,4.04,20,1.0
ALUMINUM,1.65,0.7,3.05,0.6,0.75,4.35,1.843,1.342,1.761,1.142,1.585,1.04,4.35,0.338,Visual,4.879,20,1.0
DRIED,0.857,1.905,3.048,1.667,1.0,3.714,1.236,1.841,2.156,2.033,1.517,1.707,3.714,0.234,Visual,4.526,21,1.0
FOLDED,0.476,0.048,3.048,0.048,0.048,4.286,1.123,0.218,1.802,0.218,0.218,1.384,4.286,0.533,Visual,4.749,21,1.0
SCISSORS,1.0,0.0,3.048,0.143,0.0,3.381,1.517,0.0,1.884,0.655,0.0,1.857,3.381,0.447,Visual,4.081,21,1.0
GLUE,0.286,0.286,3.048,0.238,2.857,3.667,0.902,0.644,1.564,0.7,1.682,1.528,3.667,0.33,Visual,4.657,21,1.0
CARRY,0.429,0.095,3.048,0.762,0.095,2.381,0.926,0.436,1.83,1.375,0.436,1.687,3.048,0.434,Haptic,3.485,21,1.0
NOSE,1.19,0.429,3.048,1.143,3.0,4.238,1.806,1.363,1.627,1.852,2.168,1.3,4.238,0.292,Visual,5.126,21,1.0
TREMBLING,1.0,0.116,3.047,4.442,0.093,2.651,1.574,0.544,1.939,1.007,0.426,2.17,4.442,0.383,Interoceptive,5.137,43,1.0
WAISTLINE,0.304,0.0,3.043,1.0,0.0,4.522,1.105,0.0,1.665,1.758,0.0,1.039,4.522,0.51,Visual,4.955,23,1.0
SENSITIVENESS,1.962,1.038,3.038,3.231,0.769,1.846,1.928,1.685,1.907,1.904,1.583,2.014,3.231,0.207,Interoceptive,4.258,26,1.0
FLATTEN,0.815,0.13,3.037,0.352,0.111,3.389,1.415,0.584,1.971,0.974,0.572,1.867,3.389,0.418,Visual,4.072,54,0.947
HEADWEAR,0.194,0.0,3.032,0.613,0.258,3.613,0.543,0.0,1.538,1.383,0.575,1.726,3.613,0.469,Visual,4.223,31,1.0
DISASSEMBLE,1.059,0.088,3.029,0.441,0.118,3.471,1.434,0.379,2.022,1.16,0.537,1.637,3.471,0.412,Visual,4.138,34,1.0
PLUMP,0.714,0.829,3.029,1.171,0.4,3.086,1.226,1.485,1.671,1.581,0.847,1.915,3.086,0.291,Visual,3.91,35,0.972
RED CABBAGE,0.459,4.324,3.027,0.459,2.703,4.351,0.989,1.355,1.863,1.192,1.697,1.033,4.351,0.254,Visual,5.953,37,1.0
VIOLENTLY,3.175,0.475,3.025,2.875,0.425,4.2,1.838,1.45,2.019,1.897,1.259,1.224,4.2,0.266,Visual,5.403,40,0.976
SUNBURNT,0.053,0.0,3.0,3.316,0.158,4.421,0.229,0.0,2.16,2.001,0.375,1.071,4.421,0.404,Visual,5.312,19,1.0
TWEEZE,0.412,0.0,3.0,0.706,0.0,3.0,0.87,0.0,2.0,1.359,0.0,1.936,3.0,0.421,Visual,3.79,17,0.895
SICKLE,1.059,0.118,3.0,0.588,0.118,3.882,1.6,0.485,1.969,1.326,0.485,1.996,3.882,0.43,Visual,4.43,17,0.895
GOO,0.45,0.0,3.0,0.3,0.45,3.2,0.945,0.0,2.052,0.923,0.826,1.795,3.2,0.432,Visual,3.914,20,1.0
PADDLING,2.118,0.118,3.0,1.294,0.059,4.059,1.9,0.485,1.768,1.687,0.243,1.345,4.059,0.376,Visual,4.726,17,1.0
HEADPHONES,4.706,0.0,3.0,1.176,0.059,2.471,0.772,0.0,1.732,1.776,0.243,1.772,4.706,0.412,Auditory,5.289,17,0.944
TRASH CAN,0.895,0.0,3.0,0.0,3.421,4.579,1.595,0.0,1.667,0.0,1.895,0.838,4.579,0.385,Visual,5.471,19,1.0
OVERINFLATE,1.2,0.0,3.0,0.333,0.133,3.733,1.373,0.0,1.927,0.816,0.516,1.387,3.733,0.444,Visual,4.323,15,0.938
CLICKER,3.895,0.0,3.0,0.263,0.0,2.684,1.286,0.0,2.055,0.733,0.0,1.945,3.895,0.396,Auditory,4.724,19,0.95
CAP,0.526,0.0,3.0,0.632,0.158,4.105,0.964,0.0,2.211,1.461,0.375,1.449,4.105,0.488,Visual,4.588,19,1.0
TYPEWRITING,2.944,0.0,3.0,0.056,0.0,3.278,2.014,0.0,2.029,0.236,0.0,1.873,3.278,0.353,Visual,4.444,18,1.0
KNEEPAD,0.684,0.0,3.0,0.421,0.053,4.0,1.376,0.0,1.826,1.216,0.229,1.453,4.0,0.49,Visual,4.504,19,1.0
CLING,0.421,0.316,3.0,1.684,0.211,2.947,0.902,1.003,2.028,1.765,0.535,1.84,3.0,0.325,Haptic,3.86,19,0.95
KNEAD,0.368,0.0,3.0,0.105,0.105,2.632,1.212,0.0,2.285,0.459,0.459,2.216,3.0,0.483,Haptic,3.564,19,1.0
PERSON,3.818,0.909,3.0,1.455,2.091,4.455,1.468,1.54,1.512,1.738,1.688,0.858,4.455,0.225,Visual,5.688,22,1.0
CASH REGISTER,3.533,0.333,3.0,0.667,0.4,4.467,1.506,0.724,2.07,1.291,0.828,0.915,4.467,0.333,Visual,5.436,15,1.0
DEERSKIN,0.35,0.15,3.0,0.4,0.7,3.55,0.933,0.489,1.974,1.188,0.865,1.701,3.55,0.417,Visual,4.164,20,1.0
OUTERWEAR,0.368,0.263,3.0,0.526,0.263,4.0,1.212,1.147,1.886,1.429,1.147,1.599,4.0,0.444,Visual,4.502,19,1.0
PAJAMAS,0.286,0.095,3.0,0.381,0.381,3.762,0.956,0.436,1.789,0.973,0.973,1.411,3.762,0.464,Visual,4.316,21,1.0
ASPHALT,0.667,0.0,3.0,0.333,2.4,3.8,1.589,0.0,1.69,0.724,2.028,1.656,3.8,0.373,Visual,4.579,15,0.938
SERRATED,0.267,0.133,3.0,0.0,0.0,3.733,0.594,0.516,2.268,0.0,0.0,1.944,3.733,0.523,Visual,4.292,15,0.882
HEADLOCK,0.471,0.059,3.0,1.059,0.059,3.235,1.125,0.243,1.871,1.886,0.243,1.921,3.235,0.403,Visual,3.961,17,0.944
FISHHOOK,0.0,0.0,3.0,0.158,0.211,3.895,0.0,0.0,1.732,0.501,0.535,1.729,3.895,0.536,Visual,4.416,19,1.0
SHOEBOX,0.111,0.0,3.0,0.389,0.278,3.611,0.323,0.0,1.94,1.195,0.575,1.787,3.611,0.489,Visual,4.202,18,1.0
TOUGH,1.529,0.294,3.0,1.529,0.0,3.0,1.586,0.985,1.696,1.807,0.0,1.837,3.0,0.321,Visual,3.94,17,1.0
DRUMHEAD,2.368,0.0,3.0,0.263,0.105,3.684,2.362,0.0,2.055,0.806,0.315,1.916,3.684,0.391,Visual,4.487,19,0.905
GOURD,0.769,2.615,3.0,0.154,2.0,3.769,1.589,2.063,1.78,0.555,1.633,1.878,3.769,0.294,Visual,4.746,13,0.812
DRIVESHAFT,0.688,0.0,3.0,0.312,0.188,4.188,1.493,0.0,2.16,1.25,0.544,1.424,4.188,0.5,Visual,4.654,16,1.0
TOWEL RAIL,0.294,0.0,3.0,0.0,0.0,4.118,0.849,0.0,2.0,0.0,0.0,1.495,4.118,0.556,Visual,4.592,17,0.85
FLAMING,1.471,0.647,3.0,1.529,2.235,3.706,1.586,1.412,1.732,1.875,1.522,1.572,3.706,0.243,Visual,4.58,17,1.0
SHIRTTAIL,0.067,0.0,3.0,0.0,0.133,4.267,0.258,0.0,2.171,0.0,0.516,1.163,4.267,0.571,Visual,4.713,15,0.833
TUCK IN,0.647,0.0,3.0,0.706,0.0,3.471,1.057,0.0,2.0,1.312,0.0,1.231,3.471,0.444,Visual,4.11,17,1.0
TURN ON,2.294,0.941,3.0,2.412,1.235,3.471,2.114,1.6,1.969,2.399,1.786,2.035,3.471,0.189,Visual,4.605,17,1.0
CLEAVER,1.067,0.267,3.0,0.267,0.4,3.733,1.163,0.704,1.852,0.799,0.828,1.534,3.733,0.397,Visual,4.315,15,0.938
LACING,0.471,0.118,3.0,0.294,0.176,3.647,0.943,0.485,1.696,0.985,0.529,1.32,3.647,0.458,Visual,4.229,17,0.944
HEAD,1.053,0.474,3.0,0.842,0.737,4.474,1.649,1.02,1.795,1.642,1.408,1.124,4.474,0.378,Visual,4.916,19,1.0
FITTED,0.688,0.312,3.0,0.938,0.312,3.5,1.352,1.25,1.592,1.731,1.25,1.932,3.5,0.364,Visual,4.142,16,1.0
DRYLY,1.471,1.176,3.0,1.235,0.235,2.529,2.125,1.944,2.092,1.786,0.97,2.035,3.0,0.287,Haptic,3.681,17,0.895
SANDBANK,0.45,0.05,3.0,0.2,0.35,4.15,0.887,0.224,1.835,0.523,0.587,1.348,4.15,0.5,Visual,4.62,20,0.952
FLINT,0.6,0.067,3.0,0.6,0.533,4.0,1.121,0.258,1.773,1.121,0.915,1.558,4.0,0.447,Visual,4.508,15,1.0
PUP,2.938,0.062,3.0,0.25,1.5,3.688,1.692,0.25,1.592,1.0,1.673,1.621,3.688,0.317,Visual,4.731,16,1.0
PURSE,0.333,0.0,3.0,0.0,0.222,4.611,0.767,0.0,2.058,0.0,0.548,0.979,4.611,0.565,Visual,5.001,18,1.0
BULKY,0.722,0.0,3.0,0.611,0.0,4.444,1.487,0.0,1.749,1.195,0.0,0.856,4.444,0.506,Visual,4.869,18,1.0
PUZZLE,0.632,0.053,3.0,0.684,0.105,4.526,1.342,0.229,1.944,1.157,0.459,1.172,4.526,0.497,Visual,4.937,19,1.0
FRYINGPAN,1.5,0.611,3.0,0.111,1.167,4.0,1.757,1.335,1.68,0.323,1.79,0.97,4.0,0.374,Visual,4.582,18,1.0
POMPOM,0.889,0.0,3.0,0.111,0.0,4.5,1.53,0.0,1.815,0.471,0.0,0.924,4.5,0.529,Visual,4.916,18,1.0
COCONUT,0.476,4.381,3.0,0.333,3.381,3.667,0.873,0.973,1.549,0.577,1.746,1.354,4.381,0.266,Gustatory,5.84,21,1.0
RAPIST,2.1,0.45,3.0,3.35,0.85,3.25,2.15,1.276,2.152,1.954,1.631,2.074,3.35,0.223,Interoceptive,4.775,20,1.0
ADJUSTABLE,0.842,0.105,3.0,0.632,0.211,3.947,1.302,0.315,2.055,1.535,0.713,0.97,3.947,0.44,Visual,4.471,19,1.0
INJECT,0.353,0.059,3.0,2.0,0.0,3.059,1.222,0.243,2.062,1.969,0.0,1.676,3.059,0.361,Visual,3.993,17,1.0
FURLESS,1.0,0.286,3.0,0.214,0.214,4.0,1.754,1.069,1.881,0.579,0.802,1.519,4.0,0.434,Visual,4.515,14,0.824
POCKETFUL,0.438,0.0,3.0,0.312,0.0,2.688,1.031,0.0,1.966,0.873,0.0,1.957,3.0,0.466,Haptic,3.597,16,1.0
CREAMY,0.471,3.588,3.0,1.412,1.353,3.294,0.943,1.661,1.768,1.97,1.579,1.724,3.588,0.238,Gustatory,4.854,17,1.0
INJURY,0.778,0.0,3.0,3.444,0.0,3.389,1.06,0.0,1.372,1.756,0.0,1.539,3.444,0.325,Interoceptive,4.751,18,1.0
FURNISHINGS,0.35,0.0,3.0,0.1,0.3,4.45,0.671,0.0,1.864,0.308,0.571,1.191,4.45,0.543,Visual,4.866,20,0.952
AIR FLOW,1.533,0.067,3.0,0.867,0.267,0.733,1.642,0.258,1.558,1.187,0.458,1.163,3.0,0.454,Haptic,3.164,15,1.0
WINE GLASS,0.75,1.3,3.0,0.45,0.85,3.55,1.07,2.003,2.077,0.826,1.496,1.959,3.55,0.313,Visual,4.218,20,1.0
FREEZER,0.636,0.409,3.0,0.545,0.455,3.864,0.848,0.796,1.604,1.335,0.858,1.612,3.864,0.388,Visual,4.401,22,1.0
CLINGER,1.273,0.0,3.0,0.727,0.091,3.273,1.737,0.0,1.732,0.905,0.302,2.005,3.273,0.391,Visual,4.01,11,0.579
PUNCTURE,0.789,0.105,3.0,2.053,0.053,3.211,1.398,0.459,1.886,2.223,0.229,1.813,3.211,0.343,Visual,4.106,19,0.95
YOU,2.5,0.556,3.0,3.722,1.389,3.556,2.007,1.247,1.815,1.447,1.883,1.688,3.722,0.215,Interoceptive,5.217,18,1.0
BURR,0.769,0.231,3.0,0.538,0.077,2.769,1.481,0.599,1.78,1.127,0.277,2.127,3.0,0.396,Haptic,3.656,13,0.684
FRILLINESS,0.786,0.0,3.0,0.643,0.0,3.643,1.311,0.0,1.359,1.499,0.0,1.336,3.643,0.451,Visual,4.238,14,0.7
PRICKS,0.833,0.0,3.0,1.611,0.0,2.667,1.581,0.0,2.275,1.883,0.0,2.086,3.0,0.37,Haptic,3.702,18,1.0
POUNCING,1.125,0.312,3.0,2.062,0.312,3.5,1.544,1.014,1.549,1.482,0.793,1.211,3.5,0.309,Visual,4.311,16,0.941
WRINKLY,0.5,0.125,3.0,0.438,0.188,3.938,1.033,0.5,1.633,0.964,0.75,1.237,3.938,0.466,Visual,4.452,16,1.0
HOUND,3.706,0.176,3.0,0.176,1.0,4.059,1.611,0.529,1.936,0.728,1.541,1.249,4.059,0.32,Visual,5.263,17,1.0
WOUNDS,0.222,0.0,3.0,3.056,0.333,3.944,0.548,0.0,1.91,2.071,0.594,1.162,3.944,0.374,Visual,4.89,18,1.0
PUFFINESS,0.35,0.25,3.0,0.95,0.1,4.35,0.988,0.639,1.919,1.146,0.447,0.988,4.35,0.472,Visual,4.795,20,1.0
COFFEE FILTER,0.211,0.526,3.0,0.105,1.0,4.211,0.535,1.307,2.0,0.315,1.7,1.437,4.211,0.453,Visual,4.685,19,1.0
BUMPING,2.158,0.0,3.0,1.105,0.053,2.842,2.007,0.0,1.795,1.56,0.229,2.062,3.0,0.328,Haptic,3.944,19,1.0
WIREPULLER,0.692,0.231,3.0,0.308,0.231,3.385,0.947,0.832,1.581,0.855,0.832,1.446,3.385,0.402,Visual,4.044,13,0.722
WIRE,0.556,0.222,3.0,0.167,0.111,4.111,1.294,0.732,1.68,0.707,0.323,1.323,4.111,0.49,Visual,4.59,18,1.0
PUNCHBOARD,0.462,0.0,3.0,0.154,0.077,3.538,1.127,0.0,1.958,0.555,0.277,1.613,3.538,0.489,Visual,4.149,13,0.65
FREEZING,0.588,0.647,3.0,2.706,0.176,2.588,1.372,1.272,2.031,1.929,0.529,1.873,3.0,0.291,Haptic,4.013,17,1.0
RETEXTURE,0.308,0.231,3.0,0.308,0.154,3.615,0.63,0.832,1.581,0.63,0.555,1.121,3.615,0.455,Visual,4.205,13,0.929
RIB CAGE,0.045,0.045,3.0,1.136,0.0,3.455,0.213,0.213,2.0,1.699,0.0,1.654,3.455,0.45,Visual,4.115,22,1.0
DISHWARE,1.765,0.176,3.0,0.235,0.412,3.471,1.48,0.529,1.768,0.562,0.795,1.875,3.471,0.364,Visual,4.206,17,0.85
WASH,1.688,0.5,3.0,0.938,2.0,3.25,1.852,1.155,1.633,1.289,1.673,1.844,3.25,0.242,Visual,4.219,16,1.0
UNTANGLED,0.222,0.111,3.0,0.556,0.167,3.5,0.732,0.471,1.815,0.922,0.707,1.383,3.5,0.449,Visual,4.123,18,1.0
UNSTITCH,0.647,0.0,3.0,0.235,0.0,3.529,1.32,0.0,2.031,0.664,0.0,1.7,3.529,0.476,Visual,4.146,17,1.0
GELATINOUS,0.368,1.842,3.0,0.474,0.474,3.053,1.116,1.74,1.826,1.02,0.772,1.81,3.053,0.291,Visual,3.957,19,0.905
CLAY,0.312,0.125,3.0,0.312,1.0,3.438,0.793,0.5,1.966,1.014,1.506,1.825,3.438,0.405,Visual,4.095,16,0.941
HEFTY,0.0,0.0,3.0,0.875,0.0,2.75,0.0,0.0,1.789,1.36,0.0,1.915,3.0,0.453,Haptic,3.646,16,0.941
HEFTINESS,0.125,0.0,3.0,0.625,0.0,3.562,0.5,0.0,2.191,1.088,0.0,1.711,3.562,0.487,Visual,4.169,16,0.941
CLIP,1.625,0.0,3.0,0.0,0.0,4.0,1.821,0.0,1.932,0.0,0.0,1.414,4.0,0.464,Visual,4.568,16,1.0
CANDY CANE,0.375,4.375,3.0,0.062,2.25,3.5,1.258,1.408,1.932,0.25,1.732,1.633,4.375,0.318,Gustatory,5.485,16,1.0
