Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Max_strength.perceptual,Exclusivity.perceptual,Dominant.perceptual,Minkowski3.perceptual,N_known.perceptual,Percent_known.perceptual
HOT-WATER BOTTLE,0.25,0.4,3.8,0.65,0.1,3.7,0.786,1.095,1.673,1.309,0.308,1.49,3.8,0.416,Haptic,4.731,20,1.0
FUR,0.55,0.0,3.8,0.3,1.2,3.85,1.395,0.0,1.673,0.923,1.609,1.496,3.85,0.397,Visual,4.847,20,0.909
COWSKIN,0.05,0.2,3.8,0.05,1.35,3.95,0.224,0.696,1.473,0.224,1.348,1.731,3.95,0.415,Visual,4.918,20,1.0
COTTON,0.25,0.3,3.8,0.25,0.8,3.6,1.118,1.129,1.399,0.639,1.508,1.429,3.8,0.394,Haptic,4.674,20,1.0
TEDDY BEAR,0.842,0.263,3.789,0.316,0.526,3.789,1.864,1.147,1.548,1.157,1.429,1.686,3.789,0.37,Visual,4.786,19,1.0
PADDLEBALL,2.368,0.0,3.789,0.579,0.211,3.737,1.77,0.0,1.512,1.071,0.535,1.628,3.789,0.355,Haptic,4.934,19,0.95
TESTICLE,0.053,0.316,3.789,2.0,0.526,4.368,0.229,1.157,1.475,2.082,1.172,0.955,4.368,0.39,Visual,5.265,19,1.0
SCALDING,0.789,0.421,3.789,1.684,0.526,1.737,1.182,0.902,1.653,1.974,1.073,1.558,3.789,0.376,Haptic,4.024,19,1.0
CARESSER,0.632,0.316,3.789,2.579,0.421,2.684,1.257,0.671,1.903,1.895,0.838,1.857,3.789,0.333,Haptic,4.502,19,1.0
PRESS,1.474,0.263,3.789,1.895,0.316,2.263,1.679,0.933,1.718,1.853,1.003,1.727,3.789,0.353,Haptic,4.237,19,1.0
GARMENT,0.684,0.0,3.789,0.158,0.895,3.895,1.416,0.0,1.718,0.501,1.1,1.37,3.895,0.413,Visual,4.856,19,1.0
COMFORTER,0.474,0.368,3.789,1.158,0.737,3.053,1.264,1.212,1.548,1.834,1.558,1.615,3.789,0.357,Haptic,4.396,19,1.0
JEANS,0.833,0.111,3.778,0.611,0.667,4.333,1.543,0.471,1.353,1.037,1.328,1.237,4.333,0.409,Visual,5.147,18,1.0
YOYO,0.444,0.278,3.778,0.667,0.278,4.056,1.199,1.179,1.665,1.455,1.179,1.349,4.056,0.398,Visual,4.947,18,0.947
BUMPINESS,0.806,0.194,3.778,1.0,0.222,3.028,1.6,0.856,1.775,1.656,0.959,1.812,3.778,0.397,Haptic,4.366,36,1.0
KNEECAP,0.444,0.0,3.778,2.167,0.0,4.056,0.856,0.0,1.629,2.149,0.0,1.392,4.056,0.388,Visual,5.077,18,1.0
COTTONY,0.556,0.833,3.778,0.667,0.778,2.889,1.294,1.689,1.957,1.455,1.555,1.875,3.778,0.339,Haptic,4.301,18,0.857
HAIR,0.5,0.222,3.778,0.278,1.944,4.389,1.2,0.428,1.263,0.575,1.955,0.916,4.389,0.375,Visual,5.265,18,1.0
RAIN DROP,3.667,0.889,3.778,1.0,1.722,4.111,1.188,1.491,1.7,1.455,1.776,1.367,4.111,0.212,Visual,5.641,18,1.0
CONCRETE,0.318,0.0,3.773,0.182,0.727,4.591,0.78,0.0,1.412,0.588,1.386,0.908,4.591,0.479,Visual,5.324,22,1.0
VIBRATION,2.136,0.045,3.773,2.864,0.182,1.682,1.726,0.213,1.631,2.031,0.588,1.961,3.773,0.349,Haptic,4.509,22,1.0
NECKTIE,0.029,0.143,3.771,0.057,0.057,4.343,0.169,0.845,1.477,0.236,0.236,1.259,4.343,0.514,Visual,5.137,35,1.0
EXFOLIATE,0.457,0.0,3.771,0.914,0.343,2.371,1.039,0.0,1.33,1.337,0.906,1.926,3.771,0.48,Haptic,4.079,35,0.946
TEE SHIRT,0.256,0.026,3.769,0.615,0.667,4.0,0.938,0.16,1.662,1.206,1.364,1.318,4.0,0.426,Visual,4.906,39,0.951
BEANIE,0.353,0.059,3.765,0.059,0.294,4.0,1.222,0.243,1.562,0.243,0.772,1.369,4.0,0.462,Visual,4.897,17,0.944
CEREAL BOWL,0.588,0.294,3.765,0.176,0.176,4.765,1.064,0.849,1.437,0.728,0.529,0.437,4.765,0.47,Visual,5.449,17,1.0
UNSHAVEN,0.235,0.0,3.765,0.353,0.118,4.235,0.752,0.0,1.64,0.862,0.485,1.091,4.235,0.486,Visual,5.058,17,1.0
KEYCARD,0.647,0.059,3.765,0.176,0.118,3.824,1.272,0.243,1.562,0.393,0.332,1.629,3.824,0.438,Visual,4.785,17,1.0
PULSE,0.882,0.0,3.765,3.353,0.0,0.765,1.166,0.0,1.715,1.869,0.0,1.437,3.765,0.43,Haptic,4.517,17,1.0
POWDER,0.176,1.706,3.765,0.235,1.882,4.235,0.393,1.795,1.033,0.562,1.654,0.97,4.235,0.338,Visual,5.205,17,1.0
POTHOLDER,0.118,0.0,3.765,0.0,0.0,4.412,0.332,0.0,1.522,0.0,0.0,1.004,4.412,0.532,Visual,5.183,17,1.0
GRASPING,0.353,0.118,3.765,0.941,0.118,2.059,0.862,0.485,1.786,1.638,0.485,1.749,3.765,0.496,Haptic,3.978,17,1.0
HAND LUGGAGE,0.353,0.0,3.765,0.176,0.176,3.765,0.606,0.0,1.786,0.529,0.529,1.751,3.765,0.457,Visual,4.744,17,1.0
VELVET,0.647,0.765,3.765,0.647,0.471,3.588,0.931,1.147,1.821,1.115,0.717,1.622,3.765,0.333,Haptic,4.652,17,1.0
WINDY,3.588,0.235,3.765,1.294,0.294,3.0,1.417,0.752,1.562,1.759,0.772,2.0,3.765,0.29,Haptic,5.05,17,1.0
HAIRLESS,0.294,0.176,3.765,0.706,0.235,4.765,0.772,0.728,1.715,1.213,0.752,0.562,4.765,0.462,Visual,5.451,17,0.944
CAN OPENER,2.19,0.0,3.762,0.143,0.048,3.571,1.692,0.0,1.375,0.655,0.218,1.964,3.762,0.387,Haptic,4.781,21,1.0
SHOWER,2.762,0.19,3.762,1.714,1.143,3.619,1.513,0.512,1.044,1.953,1.424,1.284,3.762,0.271,Haptic,5.043,21,1.0
PLANT,0.537,1.732,3.756,0.659,3.341,4.293,1.325,1.689,1.135,1.371,1.493,1.23,4.293,0.262,Visual,5.594,41,1.0
SEWING,1.5,0.25,3.75,0.812,0.25,3.625,1.592,1.0,1.438,1.377,1.0,1.784,3.75,0.344,Haptic,4.707,16,0.941
BEDCOVER,0.35,0.0,3.75,0.45,0.3,4.05,0.988,0.0,1.773,1.276,0.979,1.605,4.05,0.455,Visual,4.923,20,1.0
ICE PACK,0.15,0.25,3.75,0.75,0.15,3.25,0.489,0.786,1.41,1.41,0.489,1.65,3.75,0.434,Haptic,4.44,20,1.0
HARDWOOD,1.0,0.1,3.75,0.45,0.75,4.25,1.556,0.447,1.743,0.826,1.293,1.209,4.25,0.403,Visual,5.079,20,1.0
TOWELING,0.25,0.0,3.75,0.5,0.125,3.125,0.577,0.0,1.438,0.894,0.342,1.821,3.75,0.484,Haptic,4.369,16,0.889
SALTSHAKER,1.1,0.65,3.75,0.05,0.05,4.35,1.334,1.348,1.682,0.224,0.224,1.348,4.35,0.432,Visual,5.151,20,1.0
HANDWOVEN,0.25,0.0,3.75,0.25,0.0,3.625,1.0,0.0,1.612,0.775,0.0,1.784,3.75,0.476,Haptic,4.648,16,1.0
KITCHENWARE,2.125,0.5,3.75,0.188,0.438,4.312,2.125,0.894,1.693,0.544,0.892,1.25,4.312,0.365,Visual,5.226,16,1.0
LADLE,0.438,0.438,3.75,0.25,0.062,4.375,0.964,1.031,1.949,0.775,0.25,0.957,4.375,0.463,Visual,5.151,16,0.941
HAIRY,0.25,0.25,3.75,0.3,0.2,3.95,0.716,0.639,1.618,1.129,0.523,1.572,3.95,0.431,Visual,4.855,20,1.0
FORNICATION,2.938,1.375,3.75,3.938,1.875,3.438,1.769,1.893,1.612,1.569,1.821,1.825,3.938,0.148,Interoceptive,5.738,16,1.0
CHAIR,0.35,0.0,3.75,0.0,0.0,4.35,0.988,0.0,1.164,0.0,0.0,1.04,4.35,0.515,Visual,5.131,20,1.0
WEDGIE,0.125,0.0,3.75,1.688,0.0,2.812,0.5,0.0,1.732,2.12,0.0,2.344,3.75,0.448,Haptic,4.305,16,0.941
PADDING,0.5,0.0,3.75,0.0,0.062,3.188,0.894,0.0,1.915,0.0,0.25,1.834,3.75,0.5,Haptic,4.401,16,1.0
FISTFUL,0.375,0.062,3.75,0.25,0.188,3.188,0.885,0.25,1.612,0.775,0.544,1.721,3.75,0.472,Haptic,4.4,16,1.0
WHEELBARROW,0.65,0.0,3.75,0.05,0.05,4.3,1.348,0.0,1.803,0.224,0.224,1.559,4.3,0.489,Visual,5.098,20,1.0
SNUG,0.95,0.3,3.75,2.75,0.25,2.8,1.538,0.657,1.682,1.773,0.786,1.673,3.75,0.324,Haptic,4.585,20,1.0
SHOWER GEL,0.312,0.188,3.75,0.125,3.562,3.812,0.793,0.544,2.017,0.342,1.711,1.87,3.812,0.314,Visual,5.353,16,1.0
CARPETING,0.188,0.0,3.75,0.75,0.562,4.312,0.544,0.0,1.693,1.238,1.209,1.302,4.312,0.451,Visual,5.111,16,0.941
FIRM,0.95,0.65,3.75,1.35,0.0,2.7,1.638,1.348,1.743,1.565,0.0,1.922,3.75,0.399,Haptic,4.236,20,0.952
BEDSPRING,1.9,0.0,3.75,0.4,0.0,2.9,1.889,0.0,1.618,0.883,0.0,1.997,3.75,0.419,Haptic,4.38,20,1.0
ICE,1.375,2.625,3.75,1.312,0.125,4.312,1.586,2.062,1.653,1.74,0.342,1.302,4.312,0.31,Visual,5.382,16,1.0
PRICKED,0.8,0.343,3.743,2.286,0.314,2.0,1.368,0.906,1.853,2.122,0.758,1.831,3.743,0.361,Haptic,4.179,35,1.0
METALWARE,0.778,0.148,3.741,0.0,0.074,4.111,1.368,0.456,1.767,0.0,0.267,1.476,4.111,0.464,Visual,4.964,27,0.964
HANDWORK,1.368,0.211,3.737,0.895,0.105,4.105,1.674,0.713,1.593,1.197,0.459,0.937,4.105,0.384,Visual,4.995,19,1.0
WARMTH,0.053,0.579,3.737,3.0,0.105,0.947,0.229,1.261,1.485,1.856,0.315,1.649,3.737,0.438,Haptic,4.313,19,1.0
HUGGER,1.105,0.316,3.737,1.684,0.368,2.842,1.696,1.157,1.759,1.797,0.831,1.74,3.737,0.34,Haptic,4.333,19,1.0
FACECLOTH,0.158,0.211,3.737,0.474,0.368,3.632,0.688,0.918,1.695,0.772,1.165,1.862,3.737,0.417,Haptic,4.645,19,1.0
ENVELOPE,0.368,0.684,3.737,0.211,0.105,4.579,0.955,1.293,1.628,0.713,0.315,0.692,4.579,0.462,Visual,5.296,19,1.0
COMBINATION LOCK,1.737,0.0,3.737,0.316,0.0,4.263,1.447,0.0,1.695,1.003,0.0,1.368,4.263,0.424,Visual,5.129,19,1.0
BRUISE,0.0,0.0,3.737,3.737,0.0,3.947,0.0,0.0,1.996,1.485,0.0,1.508,3.947,0.346,Visual,5.494,19,1.0
PENCIL ERASER,0.474,0.105,3.737,0.053,0.737,4.421,0.905,0.315,1.821,0.229,1.284,1.121,4.421,0.459,Visual,5.181,19,1.0
SQUEEZABLE,1.263,0.421,3.737,0.947,0.368,3.316,1.759,1.305,1.851,1.545,1.212,1.701,3.737,0.335,Haptic,4.508,19,1.0
BAG,1.647,0.147,3.735,0.324,0.441,4.441,1.721,0.857,1.582,0.976,1.05,1.236,4.441,0.4,Visual,5.245,34,1.0
SMACK,2.0,0.0,3.733,1.667,0.0,2.067,1.927,0.0,1.71,2.16,0.0,1.71,3.733,0.394,Haptic,4.189,15,1.0
BASEBALL CAP,0.667,0.333,3.733,0.467,0.4,4.467,1.759,1.291,1.58,1.302,1.298,1.356,4.467,0.411,Visual,5.213,15,1.0
GUMMINESS,0.6,3.533,3.733,1.267,0.667,3.0,1.298,1.598,1.624,1.534,1.397,1.69,3.733,0.245,Haptic,5.009,15,0.882
FLOURLIKE,0.2,2.933,3.733,0.267,1.4,3.933,0.775,1.907,1.387,0.799,1.844,1.486,3.933,0.299,Visual,5.204,15,0.833
CHAPPING,0.4,0.133,3.733,1.8,0.067,3.2,0.91,0.352,1.534,2.007,0.258,1.474,3.733,0.393,Haptic,4.493,15,0.833
COMFORTABLE,1.537,0.927,3.732,4.146,1.098,2.171,1.748,1.587,1.533,1.493,1.625,1.87,4.146,0.237,Interoceptive,5.183,41,1.0
THERMAL,0.297,0.027,3.73,1.703,0.081,1.973,0.812,0.164,1.407,1.869,0.363,1.863,3.73,0.474,Haptic,4.011,37,1.0
TEXTILE,0.303,0.03,3.727,0.273,0.424,3.727,0.637,0.174,1.526,0.761,0.708,1.376,3.727,0.436,Visual,4.698,33,0.971
LAMBSKIN,0.5,0.273,3.727,0.273,1.182,3.364,1.144,1.077,1.695,1.077,1.868,1.649,3.727,0.371,Haptic,4.509,22,1.0
DUCT TAPE,1.167,0.0,3.722,0.111,0.444,3.778,1.15,0.0,1.364,0.471,0.856,1.768,3.778,0.41,Visual,4.75,18,1.0
BROOM,1.5,0.0,3.722,0.056,0.056,4.167,1.79,0.0,1.364,0.236,0.236,1.581,4.167,0.439,Visual,5.03,18,1.0
PROD,0.333,0.0,3.722,0.944,0.0,1.611,1.029,0.0,1.674,1.589,0.0,1.754,3.722,0.563,Haptic,3.84,18,0.857
SANDY,0.389,0.111,3.722,0.389,0.444,3.167,0.698,0.323,1.904,0.916,0.856,1.978,3.722,0.439,Haptic,4.371,18,1.0
MOISTURIZER,0.556,0.167,3.722,0.611,2.444,2.944,0.984,0.383,1.526,1.335,1.58,1.697,3.722,0.34,Haptic,4.516,18,1.0
SCOOPING,1.111,0.111,3.722,0.722,0.0,3.556,1.745,0.471,1.742,1.487,0.0,1.886,3.722,0.404,Haptic,4.615,18,1.0
HAND TOWEL,0.389,0.056,3.722,0.222,1.111,4.111,0.778,0.236,1.526,0.732,1.844,1.132,4.111,0.422,Visual,4.966,18,1.0
PUMPKIN,0.444,3.5,3.722,0.667,2.611,4.333,1.097,1.79,1.638,1.237,1.944,0.907,4.333,0.255,Visual,5.789,18,1.0
MAT,0.056,0.0,3.722,0.0,0.333,4.722,0.236,0.0,1.487,0.0,0.767,0.669,4.722,0.535,Visual,5.394,18,1.0
ABACUS,1.556,0.167,3.722,0.278,0.111,3.944,1.617,0.514,1.406,0.669,0.471,1.305,3.944,0.392,Visual,4.887,18,0.947
BATH TOWEL,0.444,0.111,3.722,0.389,1.0,4.278,0.984,0.471,1.776,0.979,1.414,0.895,4.278,0.419,Visual,5.079,18,1.0
ADHESIVE,0.611,0.056,3.722,0.889,1.333,3.667,1.29,0.236,1.602,1.641,1.572,1.138,3.722,0.357,Haptic,4.705,18,0.947
SYRINGE,0.167,0.167,3.722,1.222,0.056,3.611,0.514,0.707,1.904,1.833,0.236,1.883,3.722,0.41,Haptic,4.649,18,1.0
TICKLED,1.611,0.167,3.722,3.556,0.056,2.611,1.787,0.514,1.526,1.756,0.236,1.883,3.722,0.313,Haptic,4.912,18,1.0
TYPEWRITER,3.611,0.0,3.722,0.556,0.278,4.222,1.378,0.0,1.487,1.199,0.752,0.878,4.222,0.341,Visual,5.584,18,1.0
BUCKLE,1.476,0.0,3.714,0.0,0.0,3.905,1.601,0.0,1.347,0.0,0.0,1.513,3.905,0.429,Visual,4.849,21,1.0
FINGER PAINTING,0.095,0.0,3.714,0.238,0.429,3.667,0.436,0.0,1.678,0.625,0.926,1.623,3.714,0.456,Haptic,4.651,21,1.0
FLIMSINESS,0.476,0.0,3.714,0.476,0.0,3.429,0.981,0.0,1.953,1.365,0.0,1.72,3.714,0.459,Haptic,4.51,21,1.0
FOREPLAY,2.143,1.429,3.714,3.0,0.952,3.19,1.905,1.832,2.004,1.924,1.658,1.662,3.714,0.191,Haptic,4.991,21,0.955
WARM,0.429,1.0,3.714,3.0,0.286,0.762,0.676,1.225,1.617,1.732,0.561,1.3,3.714,0.373,Haptic,4.305,21,1.0
UNHEATED,0.286,1.381,3.714,2.048,0.333,1.762,0.784,1.774,1.848,1.936,0.73,1.758,3.714,0.36,Haptic,4.081,21,1.0
KISSABLE,0.824,2.118,3.706,3.176,0.706,3.412,1.551,1.965,1.611,2.007,1.532,1.698,3.706,0.215,Haptic,5.105,17,1.0
UNDERSHORTS,0.294,0.0,3.706,0.118,0.353,4.706,1.213,0.0,2.024,0.485,0.786,0.588,4.706,0.513,Visual,5.374,17,1.0
FLESHINESS,0.706,0.706,3.706,1.0,0.471,3.882,1.359,1.105,1.404,1.541,1.007,1.691,3.882,0.326,Visual,4.809,17,1.0
PLAYING CARD,0.824,0.0,3.706,0.0,0.0,4.882,1.425,0.0,1.448,0.0,0.0,0.332,4.882,0.519,Visual,5.516,17,1.0
SPATULA,0.529,0.294,3.706,0.294,0.176,4.176,0.943,0.985,1.312,0.849,0.529,1.074,4.176,0.436,Visual,4.986,17,0.944
MUSHINESS,0.765,2.294,3.706,2.0,0.588,2.412,1.678,1.863,1.572,1.904,1.228,1.839,3.706,0.265,Haptic,4.408,17,0.895
STROKING,1.059,0.176,3.706,1.235,0.176,3.235,1.819,0.728,1.961,1.715,0.529,1.786,3.706,0.368,Haptic,4.445,17,1.0
STICKERS,0.529,0.353,3.706,0.353,0.294,4.529,0.943,1.222,1.611,1.057,0.772,0.8,4.529,0.434,Visual,5.242,17,1.0
DRYNESS,0.647,1.235,3.706,1.647,0.294,2.588,1.057,1.437,1.611,1.272,0.588,1.734,3.706,0.337,Haptic,4.215,17,1.0
BURNED,1.235,0.824,3.706,2.529,2.941,3.824,1.522,1.131,1.649,2.294,2.015,1.51,3.824,0.199,Visual,5.323,17,0.944
SUDS,0.765,0.294,3.706,0.235,0.824,4.471,0.97,0.686,1.263,0.562,1.237,1.007,4.471,0.411,Visual,5.208,17,1.0
HAND MIRROR,0.118,0.059,3.706,0.412,0.059,4.529,0.332,0.243,1.795,1.004,0.243,1.281,4.529,0.503,Visual,5.24,17,1.0
MILK CAN,1.294,1.235,3.706,0.529,1.471,4.353,1.993,1.855,1.16,1.375,1.875,0.931,4.353,0.304,Visual,5.202,17,1.0
FOOTSTOOL,0.588,0.412,3.706,0.588,0.412,4.176,1.326,1.176,1.572,1.326,1.176,1.38,4.176,0.381,Visual,4.991,17,1.0
POCKET KNIFE,0.882,0.294,3.706,0.529,0.059,4.471,1.536,0.985,1.724,1.505,0.243,0.943,4.471,0.444,Visual,5.206,17,1.0
SPLASHED,2.75,0.5,3.7,1.1,0.35,3.25,1.916,1.192,1.593,1.744,0.745,1.682,3.7,0.288,Haptic,4.752,20,1.0
ALOE VERA,0.2,1.35,3.7,0.35,3.0,3.95,0.696,1.899,1.658,1.089,1.556,1.538,3.95,0.299,Visual,5.215,20,1.0
PISTOL,3.45,0.1,3.7,0.35,0.85,4.1,1.791,0.447,1.78,0.813,0.988,1.294,4.1,0.319,Visual,5.443,20,1.0
FROST,0.15,0.55,3.7,1.3,0.35,3.6,0.489,1.234,1.72,1.922,1.182,1.818,3.7,0.368,Haptic,4.637,20,1.0
CAR SEAT,0.7,0.1,3.7,0.25,0.45,3.85,1.342,0.308,1.809,0.639,0.945,1.663,3.85,0.414,Visual,4.765,20,1.0
DRINKING GLASS,0.8,1.15,3.7,0.45,0.55,4.4,1.576,2.059,1.689,1.395,1.317,1.142,4.4,0.357,Visual,5.169,20,1.0
LIBRARY CARD,0.35,0.25,3.7,0.35,0.25,4.15,1.137,1.118,1.525,1.182,1.118,1.387,4.15,0.431,Visual,4.963,20,1.0
PAPER BAG,1.9,0.0,3.7,0.05,0.25,4.4,1.744,0.0,1.525,0.224,0.55,1.142,4.4,0.427,Visual,5.226,20,1.0
CLIMBING,0.95,0.0,3.7,2.15,0.2,3.6,1.234,0.0,1.75,1.785,0.523,1.759,3.7,0.349,Haptic,4.764,20,1.0
BARBEDWIRE,0.25,0.15,3.7,1.0,0.0,4.3,0.716,0.671,1.658,1.777,0.0,1.342,4.3,0.457,Visual,5.081,20,0.952
POKING,0.375,0.0,3.688,0.938,0.0,2.625,0.619,0.0,1.815,1.569,0.0,2.029,3.688,0.484,Haptic,4.104,16,1.0
MASSEUR,1.562,0.0,3.688,2.562,0.5,3.188,1.59,0.0,1.957,2.065,0.966,1.682,3.688,0.321,Haptic,4.692,16,0.941
CUSHY,0.438,0.188,3.688,0.875,0.25,2.938,0.814,0.544,1.815,1.628,0.775,1.731,3.688,0.418,Haptic,4.241,16,0.941
WIND,3.062,0.0,3.688,0.25,0.625,1.062,1.611,0.0,1.662,0.775,1.088,1.526,3.688,0.424,Haptic,4.315,16,1.0
HOT TUB,1.438,0.312,3.688,1.688,0.875,4.312,1.788,1.25,1.662,2.12,1.36,1.195,4.312,0.325,Visual,5.178,16,1.0
DIAL,2.688,0.0,3.688,0.312,0.062,2.562,1.922,0.0,1.537,0.704,0.25,1.825,3.688,0.396,Haptic,4.421,16,1.0
CUP,0.688,1.125,3.688,0.312,0.688,4.5,0.946,1.668,1.448,1.014,1.014,0.816,4.5,0.381,Visual,5.234,16,1.0
MICROFIBER,0.0,0.0,3.688,0.438,0.188,4.0,0.0,0.0,2.089,1.315,0.75,1.506,4.0,0.481,Visual,4.852,16,1.0
SENSATORY,3.062,2.875,3.688,3.188,2.688,2.812,2.016,2.094,1.74,1.905,2.243,2.136,3.688,0.055,Haptic,5.611,16,0.889
RESCRUB,1.188,0.25,3.688,0.438,0.688,3.625,1.905,0.775,1.852,1.094,1.352,1.746,3.688,0.348,Haptic,4.64,16,0.889
WETTED,1.438,0.75,3.688,1.375,0.875,3.562,1.632,1.183,1.662,1.784,1.025,1.413,3.688,0.251,Haptic,4.673,16,0.889
SWEAT SUIT,0.062,0.0,3.688,0.562,0.625,3.938,0.25,0.0,1.25,1.413,0.619,1.482,3.938,0.444,Visual,4.815,16,1.0
SHAVING,1.0,0.062,3.688,0.688,0.75,4.0,1.633,0.25,1.74,1.493,1.291,1.751,4.0,0.387,Visual,4.875,16,1.0
PENCIL,0.211,0.158,3.684,0.0,0.842,3.684,0.631,0.375,1.797,0.0,1.5,1.734,3.684,0.429,Haptic,4.651,19,1.0
SLIPPERY,0.632,0.421,3.684,1.211,0.211,2.526,1.116,0.838,1.765,1.751,0.713,2.038,3.684,0.4,Haptic,4.086,19,1.0
ARMREST,0.316,0.053,3.684,0.368,0.053,3.316,0.82,0.229,1.6,0.761,0.229,1.857,3.684,0.466,Haptic,4.423,19,1.0
SPANDEX,0.368,0.053,3.684,1.158,0.053,3.474,0.955,0.229,1.416,1.642,0.229,1.806,3.684,0.413,Haptic,4.539,19,1.0
PACKAGING,1.211,0.105,3.684,0.053,0.368,3.947,1.584,0.459,1.857,0.229,0.831,1.433,3.947,0.416,Visual,4.839,19,1.0
WEARABLE,0.316,0.0,3.684,0.737,0.158,3.789,0.749,0.0,1.734,1.327,0.375,1.398,3.789,0.436,Visual,4.716,19,1.0
BEANBAG,1.579,0.053,3.684,0.105,0.158,4.158,1.121,0.229,1.493,0.315,0.501,1.068,4.158,0.422,Visual,5.011,19,1.0
BEANBAGS,0.895,0.0,3.684,0.316,0.0,4.053,1.15,0.0,1.376,0.671,0.0,1.353,4.053,0.453,Visual,4.895,19,1.0
INTIMATENESS,2.105,0.632,3.684,3.474,1.053,3.053,1.629,1.012,1.565,1.611,1.433,1.682,3.684,0.218,Haptic,5.08,19,1.0
COWHIDE,0.105,0.053,3.684,0.105,1.579,3.632,0.459,0.229,1.25,0.315,1.305,1.571,3.684,0.397,Haptic,4.67,19,0.95
ERASER,0.895,0.211,3.684,0.368,0.526,4.211,1.286,0.918,1.668,0.955,1.02,1.273,4.211,0.404,Visual,5.008,19,1.0
CENT,1.158,0.211,3.684,0.316,0.368,4.368,1.675,0.713,1.765,0.946,0.684,1.012,4.368,0.411,Visual,5.13,19,1.0
CATHETERIZATION,0.226,0.065,3.677,2.871,0.194,2.71,0.669,0.359,1.62,1.996,0.601,2.179,3.677,0.371,Haptic,4.536,31,0.756
SHELL,1.075,0.35,3.675,0.2,0.65,3.95,1.685,0.864,1.542,0.723,1.231,1.632,3.95,0.379,Visual,4.832,40,0.976
SILKEN,0.733,0.533,3.667,0.4,0.0,2.333,1.438,1.457,2.16,1.121,0.0,1.877,3.667,0.478,Haptic,3.971,15,0.938
FINGERED,0.5,0.167,3.667,1.722,0.111,2.444,0.618,0.707,1.91,2.218,0.323,1.79,3.667,0.413,Haptic,4.104,18,1.0
ROPE LADDER,0.444,0.0,3.667,0.444,0.111,3.778,0.984,0.0,1.879,1.097,0.471,1.833,3.778,0.447,Visual,4.693,18,1.0
FOOTGEAR,0.867,0.0,3.667,0.533,0.467,4.0,1.506,0.0,1.633,0.915,0.64,1.558,4.0,0.42,Visual,4.852,15,1.0
BAGEL,0.267,4.733,3.667,1.467,3.333,4.067,0.799,1.033,1.589,1.727,1.718,1.28,4.733,0.255,Gustatory,6.405,15,1.0
HULA HOOP,0.722,0.278,3.667,1.111,0.5,4.278,1.708,1.179,1.645,1.875,1.465,1.32,4.278,0.379,Visual,5.059,18,1.0
MOISTURIZING,0.667,0.556,3.667,1.0,0.722,2.667,1.455,1.617,1.715,1.94,1.487,1.91,3.667,0.335,Haptic,4.123,18,1.0
MONEY,0.667,0.0,3.667,0.5,1.278,4.333,0.97,0.0,1.609,1.043,1.32,1.328,4.333,0.415,Visual,5.107,18,1.0
PRODUCT,1.389,1.667,3.667,0.833,2.0,4.5,1.614,1.879,1.815,1.654,2.0,0.707,4.5,0.261,Visual,5.387,18,1.0
CATCHING,0.933,0.067,3.667,1.067,0.067,2.867,1.163,0.258,1.291,1.624,0.258,1.767,3.667,0.415,Haptic,4.215,15,1.0
HANDBAG,0.222,0.0,3.667,0.278,0.167,4.333,0.548,0.0,1.715,0.958,0.383,0.767,4.333,0.5,Visual,5.075,18,0.947
HANDGUN,3.444,0.0,3.667,0.5,0.556,4.444,1.822,0.0,1.495,1.295,1.042,1.097,4.444,0.352,Visual,5.628,18,1.0
WOOLEN,0.533,0.0,3.667,0.467,0.533,3.8,0.99,0.0,1.496,0.834,1.125,0.941,3.8,0.422,Visual,4.711,15,0.882
STIFF,0.389,0.278,3.667,2.056,0.167,3.667,1.195,0.826,1.609,2.043,0.707,1.283,3.667,0.342,Haptic,4.753,18,1.0
CARDBOARD,1.133,0.533,3.667,0.0,1.2,4.2,1.642,1.356,1.397,0.0,1.424,1.373,4.2,0.391,Visual,5.023,15,1.0
EMBRACEABLE,0.467,0.0,3.667,1.067,0.067,3.133,1.246,0.0,1.676,1.335,0.258,1.356,3.667,0.437,Haptic,4.333,15,0.882
PET,3.048,0.095,3.667,1.0,1.619,3.81,1.83,0.301,1.494,1.304,1.746,1.289,3.81,0.281,Visual,5.169,21,1.0
SOGGY,0.611,1.611,3.667,0.222,0.222,3.611,1.037,1.65,1.749,0.548,0.647,1.754,3.667,0.346,Haptic,4.654,18,1.0
WAISTBAND,0.333,0.0,3.667,0.611,0.0,3.778,0.594,0.0,1.749,1.501,0.0,1.629,3.778,0.45,Visual,4.695,18,1.0
COLDER,0.389,0.556,3.667,3.333,0.056,1.167,1.243,1.097,1.68,1.534,0.236,1.098,3.667,0.394,Haptic,4.451,18,1.0
FORK,0.833,0.722,3.667,0.056,0.167,4.111,1.543,1.179,1.495,0.236,0.383,1.183,4.111,0.424,Visual,4.929,18,1.0
DISH,0.556,0.611,3.667,0.056,0.333,4.0,0.922,1.501,1.414,0.236,1.029,1.414,4.0,0.428,Visual,4.845,18,1.0
POINTY,0.111,0.056,3.667,0.333,0.056,3.278,0.323,0.236,1.782,0.767,0.236,1.841,3.667,0.481,Haptic,4.389,18,1.0
