Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Max_strength.perceptual,Exclusivity.perceptual,Dominant.perceptual,Minkowski3.perceptual,N_known.perceptual,Percent_known.perceptual
FUZZINESS,0.75,0.2,3.65,0.7,0.1,3.4,1.293,0.894,1.981,1.031,0.447,1.635,3.65,0.403,Haptic,4.46,20,1.0
DISHTOWEL,0.1,0.0,3.65,0.45,0.6,4.35,0.308,0.0,1.785,1.395,0.883,1.268,4.35,0.475,Visual,5.082,20,1.0
CAMERA,1.2,0.15,3.65,0.35,0.2,4.4,1.673,0.489,1.694,1.089,0.696,0.94,4.4,0.427,Visual,5.137,20,1.0
UNSHAVED,0.05,0.25,3.65,0.4,0.2,4.15,0.224,1.118,1.631,1.273,0.696,1.226,4.15,0.471,Visual,4.935,20,1.0
PUSHBUTTON,1.1,0.25,3.65,0.15,0.0,2.95,1.41,1.118,1.785,0.489,0.0,2.038,3.65,0.451,Haptic,4.229,20,0.952
PLATE,1.2,0.25,3.65,0.25,0.25,4.45,1.609,0.716,1.899,0.91,1.118,0.999,4.45,0.418,Visual,5.174,20,1.0
UNDERCLOTHING,0.25,0.05,3.65,1.0,0.5,3.95,0.55,0.224,1.785,1.589,0.889,1.432,3.95,0.415,Visual,4.812,20,1.0
ABRASIVENESS,2.05,0.35,3.65,1.55,0.05,2.0,1.761,0.933,1.899,1.849,0.224,1.892,3.65,0.373,Haptic,4.102,20,0.952
BATHROBE,0.2,0.05,3.65,0.25,0.6,4.15,0.41,0.224,1.725,0.716,1.142,1.496,4.15,0.461,Visual,4.937,20,1.0
GENTLENESS,2.0,0.2,3.65,2.55,0.3,2.45,1.806,0.523,1.954,2.064,0.801,1.877,3.65,0.309,Haptic,4.447,20,1.0
SLAP,2.95,0.0,3.65,1.7,0.0,2.7,1.905,0.0,1.631,2.08,0.0,1.809,3.65,0.332,Haptic,4.624,20,1.0
HAND,0.65,0.15,3.65,0.95,0.3,4.25,1.309,0.671,1.694,1.538,1.129,1.41,4.25,0.412,Visual,5.021,20,1.0
BANK CARD,0.05,0.0,3.65,0.2,0.0,4.35,0.224,0.0,1.565,0.616,0.0,0.988,4.35,0.527,Visual,5.078,20,1.0
TAPEMEASURE,1.15,0.0,3.65,0.05,0.0,4.05,1.755,0.0,1.496,0.224,0.0,1.669,4.05,0.455,Visual,4.885,20,1.0
ERECTION,0.35,0.3,3.65,2.8,0.15,3.85,1.089,0.923,1.843,2.285,0.671,1.872,3.85,0.333,Visual,5.036,20,1.0
ICE PICK,1.059,0.294,3.647,0.529,0.294,3.765,1.784,1.213,1.539,1.505,1.213,1.678,3.765,0.362,Visual,4.691,17,1.0
TAPE MEASURE,1.588,0.353,3.647,0.471,0.471,4.353,1.734,0.996,1.579,1.179,1.179,1.115,4.353,0.368,Visual,5.133,17,1.0
TABLET,2.412,0.118,3.647,0.059,0.059,4.176,2.033,0.485,1.998,0.243,0.243,1.334,4.176,0.393,Visual,5.135,17,1.0
HARDWARE,1.176,0.0,3.647,0.176,0.588,4.118,1.551,0.0,1.455,0.529,1.372,1.453,4.118,0.424,Visual,4.935,17,1.0
SCRUB,1.235,0.118,3.647,1.0,0.176,1.882,1.348,0.332,1.272,1.837,0.529,1.691,3.647,0.438,Haptic,3.872,17,1.0
AMULET,0.588,0.294,3.647,0.353,0.353,4.235,1.326,0.849,1.498,0.786,0.996,1.091,4.235,0.416,Visual,4.997,17,0.895
SPOONING,0.529,0.235,3.647,0.765,0.353,3.529,1.068,0.97,1.998,1.48,1.057,1.546,3.647,0.377,Haptic,4.533,17,1.0
KEY,1.235,0.0,3.647,0.294,0.0,4.294,1.751,0.0,1.766,0.686,0.0,1.404,4.294,0.453,Visual,5.061,17,0.944
LOVER,3.235,0.647,3.647,2.235,1.176,4.118,1.985,1.32,2.029,2.016,1.776,1.616,4.118,0.23,Visual,5.488,17,1.0
TIGHTS,0.353,0.235,3.647,0.882,0.294,4.353,0.862,0.664,1.766,1.691,0.849,0.862,4.353,0.422,Visual,5.089,17,1.0
BRITTLE,1.571,0.5,3.643,0.5,0.214,3.357,1.453,0.76,1.447,0.941,0.579,1.336,3.643,0.35,Haptic,4.487,14,1.0
GARDENING,0.583,0.139,3.639,0.472,2.167,3.833,1.131,0.424,1.624,1.158,1.92,1.521,3.833,0.341,Visual,4.863,36,1.0
ROUGHER,1.0,0.0,3.632,1.368,0.0,3.368,1.333,0.0,1.535,1.862,0.0,1.461,3.632,0.388,Haptic,4.476,19,1.0
METAL,1.474,0.474,3.632,0.316,0.842,4.421,1.541,0.697,1.606,0.946,1.259,1.017,4.421,0.368,Visual,5.171,19,1.0
STUN GUN,2.053,0.0,3.632,2.737,0.263,3.316,1.779,0.0,1.707,2.156,1.147,1.797,3.632,0.303,Haptic,4.842,19,1.0
WASHBOWL,0.368,0.0,3.632,0.053,0.105,3.737,0.955,0.0,1.535,0.229,0.315,1.79,3.737,0.473,Visual,4.644,19,1.0
STIMULI,3.684,2.579,3.632,2.842,2.684,4.0,1.565,2.194,1.77,2.062,2.162,1.528,4.0,0.073,Visual,6.049,19,1.0
SQUISHY,1.526,0.421,3.632,0.368,0.158,1.895,1.712,1.017,1.64,0.831,0.501,1.696,3.632,0.434,Haptic,3.879,19,1.0
CHICKEN BREAST,0.158,4.632,3.632,0.316,3.316,4.053,0.501,0.684,1.707,1.157,1.887,1.433,4.632,0.278,Gustatory,6.302,19,1.0
STURDY,0.579,0.0,3.632,0.947,0.0,4.053,0.961,0.0,1.832,1.682,0.0,1.58,4.053,0.44,Visual,4.87,19,1.0
COMFORTABLENESS,1.421,0.474,3.632,3.947,0.211,3.421,1.644,1.172,1.571,1.545,0.419,1.465,3.947,0.285,Interoceptive,5.342,19,1.0
LAUNDRY,1.263,0.0,3.632,0.053,2.789,4.0,1.821,0.0,1.499,0.229,1.96,1.633,4.0,0.341,Visual,5.138,19,1.0
TENNIS BALL,2.0,0.0,3.632,0.263,0.789,3.842,1.944,0.0,1.802,0.806,1.512,1.537,3.842,0.365,Visual,4.836,19,1.0
BURLAP,0.632,0.0,3.632,0.105,0.526,3.526,1.342,0.0,1.674,0.459,0.772,1.712,3.632,0.431,Haptic,4.517,19,0.95
CAT,3.526,0.263,3.632,0.105,1.579,4.789,1.541,1.147,1.739,0.459,1.539,0.535,4.789,0.337,Visual,5.902,19,1.0
LACE,0.789,0.105,3.632,0.842,0.158,3.842,1.316,0.459,1.64,1.385,0.501,1.385,3.842,0.399,Visual,4.728,19,1.0
TOGGLE SWITCH,1.037,0.074,3.63,0.0,0.0,3.593,1.581,0.385,1.904,0.0,0.0,1.716,3.63,0.436,Haptic,4.568,27,0.964
NEEDLE,0.312,0.312,3.625,1.438,0.188,3.688,0.793,0.704,1.586,1.931,0.544,1.852,3.688,0.366,Visual,4.654,16,1.0
COFFEE MUG,0.438,0.375,3.625,0.312,0.938,4.312,1.263,1.025,1.708,0.873,1.731,1.302,4.312,0.4,Visual,5.051,16,1.0
FLESHY,0.25,0.375,3.625,0.75,0.375,3.75,0.775,0.619,1.586,1.39,0.619,1.39,3.75,0.384,Visual,4.656,16,1.0
WHISKERS,0.125,0.0,3.625,0.062,0.0,4.5,0.342,0.0,1.821,0.25,0.0,0.966,4.5,0.541,Visual,5.177,16,1.0
FISHINGPOLE,0.75,0.0,3.625,0.0,0.125,4.25,0.931,0.0,1.455,0.0,0.5,1.238,4.25,0.486,Visual,4.998,16,1.0
LUBRICATE,0.438,0.5,3.625,1.625,0.75,2.75,0.892,0.966,1.147,1.857,1.125,1.915,3.625,0.329,Haptic,4.186,16,1.0
TINGLE,0.562,1.25,3.625,4.0,0.5,1.25,1.153,1.528,1.544,1.366,1.095,1.732,4.0,0.313,Interoceptive,4.875,16,0.941
WASH UP,1.25,0.062,3.625,1.0,0.438,2.375,1.291,0.25,1.586,1.506,0.892,1.784,3.625,0.407,Haptic,4.001,16,1.0
RAIN,3.375,1.062,3.625,0.5,2.312,4.062,1.31,1.289,1.36,1.211,1.621,1.237,4.062,0.238,Visual,5.505,16,1.0
FEATHERBED,0.541,0.162,3.622,0.892,0.432,3.432,1.095,0.727,1.722,1.68,0.987,1.463,3.622,0.381,Haptic,4.463,37,0.974
SNOW,0.81,1.714,3.619,0.857,0.952,4.095,1.537,2.004,1.987,1.74,1.627,1.758,4.095,0.273,Visual,4.975,21,1.0
TACKLING,1.381,0.0,3.619,2.524,0.0,3.857,1.499,0.0,1.687,1.94,0.0,1.389,3.857,0.339,Visual,4.98,21,1.0
ITCH,0.286,0.0,3.619,4.238,0.048,1.0,0.784,0.0,1.884,1.338,0.218,1.265,4.238,0.461,Interoceptive,4.994,21,1.0
PAPERCLIP,0.167,0.056,3.611,0.0,0.0,4.333,0.514,0.236,1.539,0.0,0.0,1.283,4.333,0.531,Visual,5.046,18,1.0
WARMED,0.222,0.833,3.611,2.444,0.222,1.056,0.943,1.654,1.539,1.854,0.732,1.662,3.611,0.404,Haptic,3.989,18,1.0
SOAPY,1.056,0.667,3.611,0.556,1.444,3.722,1.83,1.609,1.819,1.381,1.653,1.638,3.722,0.286,Visual,4.692,18,1.0
FACE MASK,0.333,0.056,3.611,0.167,0.667,4.5,1.188,0.236,1.72,0.514,1.328,1.15,4.5,0.476,Visual,5.175,18,1.0
CALCULATOR,1.167,0.0,3.611,0.222,0.111,4.556,1.425,0.0,1.65,0.548,0.471,0.705,4.556,0.471,Visual,5.232,18,1.0
TETHERBALL,1.389,0.0,3.611,0.111,0.0,4.0,1.685,0.0,1.819,0.323,0.0,1.782,4.0,0.439,Visual,4.846,18,1.0
SOLIDITY,1.056,0.444,3.611,1.222,0.056,3.222,1.392,1.097,1.685,1.7,0.236,1.592,3.611,0.37,Haptic,4.373,18,0.9
WOMAN,4.0,1.278,3.611,1.5,2.389,4.722,1.237,1.776,1.787,2.229,1.944,0.575,4.722,0.197,Visual,6.175,18,1.0
ICY,0.667,0.944,3.611,0.944,0.056,3.944,1.328,1.392,1.685,1.589,0.236,1.349,3.944,0.383,Visual,4.798,18,1.0
CELLPHONE,4.222,0.056,3.611,0.556,0.167,4.389,1.003,0.236,1.501,1.097,0.383,0.698,4.389,0.333,Visual,5.916,18,1.0
EMBRACE,0.5,0.0,3.611,1.333,0.056,2.444,1.043,0.0,1.754,1.572,0.236,1.688,3.611,0.455,Haptic,4.004,18,1.0
FLANNELS,0.278,0.0,3.611,0.056,0.333,4.389,1.179,0.0,1.72,0.236,1.188,1.037,4.389,0.506,Visual,5.088,18,1.0
FLAT,1.111,0.611,3.611,0.667,0.444,4.0,1.641,1.461,1.335,1.138,1.338,1.237,4.0,0.34,Visual,4.836,18,1.0
WATER GLASS,0.278,0.611,3.611,0.0,0.056,4.444,0.958,1.195,1.754,0.0,0.236,0.984,4.444,0.494,Visual,5.132,18,0.947
PEDICURE,0.5,0.222,3.611,1.056,0.222,3.389,1.098,0.732,2.033,1.589,0.548,1.819,3.611,0.377,Haptic,4.437,18,0.947
GLUED,0.722,0.556,3.611,0.611,1.333,3.778,1.074,1.294,1.42,1.092,1.455,1.437,3.778,0.304,Visual,4.705,18,1.0
CLOTHESBASKET,0.444,0.0,3.611,0.0,0.611,4.389,1.199,0.0,1.72,0.0,1.145,1.29,4.389,0.485,Visual,5.091,18,1.0
LAPTOP,2.333,0.0,3.611,0.444,0.167,4.389,2.029,0.0,1.29,0.984,0.383,1.29,4.389,0.401,Visual,5.247,18,1.0
LOOSEN,0.444,0.0,3.611,0.944,0.0,3.222,0.856,0.0,1.65,1.626,0.0,1.665,3.611,0.439,Haptic,4.335,18,1.0
RAINWATER,3.389,1.667,3.611,0.722,2.056,3.833,1.685,1.715,1.501,1.708,1.83,1.757,3.833,0.204,Visual,5.384,18,1.0
DICE,2.111,0.167,3.611,0.5,0.0,4.556,1.811,0.707,1.577,1.043,0.0,0.705,4.556,0.416,Visual,5.327,18,1.0
LIQUID,2.318,3.068,3.607,1.354,1.566,3.901,1.703,1.825,1.483,1.735,1.729,1.35,3.901,0.161,Visual,5.36,16026,1.0
ANKLE,0.485,0.03,3.606,1.485,0.03,4.091,1.064,0.174,1.435,1.938,0.174,1.308,4.091,0.417,Visual,4.915,33,1.0
POLE,0.1,0.0,3.6,0.15,0.0,4.2,0.308,0.0,1.392,0.671,0.0,1.542,4.2,0.522,Visual,4.943,20,1.0
COLDISH,0.1,0.95,3.6,3.55,0.25,1.35,0.308,1.731,1.93,1.82,0.716,1.348,3.6,0.357,Haptic,4.559,20,1.0
PUBIC HAIR,0.133,0.267,3.6,0.6,0.467,3.867,0.352,0.799,1.765,1.056,1.302,1.457,3.867,0.418,Visual,4.715,15,1.0
KNEE,0.6,0.0,3.6,1.95,0.0,4.25,1.314,0.0,1.501,2.064,0.0,1.251,4.25,0.409,Visual,5.079,20,1.0
RAZOR BLADE,0.45,0.1,3.6,0.6,0.05,4.05,1.146,0.447,1.667,1.314,0.224,1.05,4.05,0.452,Visual,4.84,20,1.0
SOLIDNESS,0.8,0.267,3.6,0.533,0.067,3.267,1.082,0.799,1.765,1.302,0.258,1.28,3.6,0.414,Haptic,4.348,15,0.938
WOODEN,1.1,0.4,3.6,0.0,1.45,3.85,1.683,0.94,1.698,0.0,1.905,1.599,3.85,0.37,Visual,4.765,20,1.0
INDEX FINGER,0.133,0.133,3.6,1.867,0.067,3.933,0.352,0.352,1.957,2.264,0.258,1.792,3.933,0.397,Visual,4.849,15,1.0
SQUEEGEE,2.533,0.0,3.6,0.067,0.267,4.4,1.995,0.0,1.404,0.258,0.799,1.352,4.4,0.405,Visual,5.291,15,0.833
GREASY,0.533,2.733,3.6,0.667,1.333,3.133,1.125,1.792,1.183,1.113,1.397,1.506,3.6,0.256,Haptic,4.652,15,1.0
WINTRY,1.533,0.467,3.6,2.667,1.267,3.933,1.457,0.915,1.549,1.839,1.163,1.486,3.933,0.257,Visual,5.094,15,0.75
ZIPPER,2.4,0.0,3.6,0.4,0.0,4.0,1.698,0.0,1.429,0.94,0.0,1.257,4.0,0.385,Visual,4.994,20,1.0
ROCKLIKE,0.6,0.05,3.6,0.3,0.15,3.7,0.883,0.224,1.273,0.733,0.489,1.418,3.7,0.435,Visual,4.603,20,0.952
TEAR OFF,2.733,0.2,3.6,0.467,0.133,3.4,2.12,0.561,1.502,0.915,0.352,1.92,3.6,0.329,Haptic,4.74,15,1.0
SUBFREEZING,0.45,0.3,3.6,2.95,0.4,3.1,0.826,1.129,1.729,1.905,0.94,1.774,3.6,0.306,Haptic,4.677,20,0.952
AXE,1.0,0.0,3.6,0.05,0.4,4.05,1.487,0.0,1.789,0.224,1.273,1.638,4.05,0.445,Visual,4.851,20,1.0
CHALK,1.364,0.591,3.591,0.273,1.227,4.136,1.62,0.666,1.297,0.767,1.51,0.941,4.136,0.346,Visual,4.955,22,1.0
COMPRESS,1.353,0.176,3.588,2.235,0.0,3.0,1.498,0.529,1.417,1.678,0.0,1.732,3.588,0.347,Haptic,4.429,17,0.944
BARBELL,1.529,0.294,3.588,0.588,0.353,4.059,1.772,1.213,1.938,1.417,1.222,1.6,4.059,0.362,Visual,4.89,17,1.0
SHEET,0.353,0.235,3.588,0.412,0.706,4.471,0.702,0.664,1.661,0.795,1.16,0.624,4.471,0.434,Visual,5.143,17,1.0
HANGNAIL,0.0,0.0,3.588,1.588,0.235,3.588,0.0,0.0,1.805,2.002,0.97,1.839,3.588,0.399,Haptic,4.586,17,1.0
SCRUBBER,1.647,0.059,3.588,0.471,0.412,3.824,1.869,0.243,1.326,1.281,0.712,1.38,3.824,0.376,Visual,4.744,17,0.944
BANDAID,0.353,0.353,3.588,0.471,0.471,3.941,0.786,0.996,1.622,1.068,0.874,1.56,3.941,0.391,Visual,4.758,17,1.0
SHARPEN,2.176,0.059,3.588,0.176,0.059,3.412,1.551,0.243,1.583,0.393,0.243,1.278,3.588,0.373,Haptic,4.583,17,0.944
FRENCH FRIES,1.118,4.706,3.588,1.176,4.118,3.882,1.453,0.985,1.46,1.629,1.364,1.576,4.706,0.193,Gustatory,6.556,17,1.0
TIE,0.647,0.0,3.588,0.059,0.0,4.412,1.656,0.0,1.372,0.243,0.0,1.228,4.412,0.507,Visual,5.096,17,1.0
PATCHWORK QUILT,0.176,0.0,3.588,0.353,0.235,4.824,0.393,0.0,1.698,0.786,0.752,0.393,4.824,0.526,Visual,5.412,17,1.0
FROSTINESS,0.765,0.176,3.588,1.294,0.059,3.235,1.393,0.529,1.698,1.993,0.243,1.888,3.588,0.387,Haptic,4.357,17,0.944
COIN,0.765,0.0,3.588,0.0,0.118,4.529,0.903,0.0,2.002,0.0,0.332,1.179,4.529,0.503,Visual,5.187,17,1.0
SHOULDER BLADE,0.353,0.294,3.588,2.176,0.294,3.706,1.222,1.213,1.661,1.811,1.213,1.532,3.706,0.328,Visual,4.755,17,1.0
SLAPPING,2.647,0.0,3.588,1.412,0.118,3.235,1.73,0.0,1.77,1.906,0.485,1.954,3.588,0.326,Haptic,4.664,17,1.0
JAGGED,0.235,0.235,3.588,0.529,0.118,3.882,0.752,0.97,2.002,1.281,0.485,1.833,3.882,0.438,Visual,4.716,17,0.944
SADDLE,0.824,0.412,3.588,0.529,0.824,3.765,1.425,1.176,1.502,1.231,1.015,1.48,3.765,0.337,Visual,4.655,17,1.0
RAINY,3.706,0.176,3.588,0.706,1.765,4.706,1.312,0.529,1.583,0.92,1.562,0.772,4.706,0.309,Visual,5.917,17,1.0
HYPOTHERMAL,0.647,0.471,3.588,2.824,0.765,1.765,1.115,1.179,1.906,2.038,1.751,1.888,3.588,0.31,Haptic,4.218,17,0.85
DOUGHY,0.0,2.588,3.588,0.0,1.824,3.294,0.0,2.063,1.661,0.0,1.879,1.863,3.588,0.318,Haptic,4.723,17,0.895
FINGERING,0.471,0.353,3.588,1.647,0.471,3.0,1.068,1.222,2.123,1.935,1.375,1.837,3.588,0.34,Haptic,4.271,17,1.0
BLUE JEANS,0.294,0.0,3.588,0.706,0.412,4.765,0.985,0.0,1.622,1.213,0.87,0.562,4.765,0.488,Visual,5.37,17,1.0
GRANITEWARE,0.5,0.5,3.583,0.417,0.583,4.583,1.446,1.446,1.676,1.443,1.443,0.669,4.583,0.41,Visual,5.227,12,0.632
MALLEABILITY,0.667,0.0,3.583,0.417,0.0,2.667,1.371,0.0,1.621,0.996,0.0,1.775,3.583,0.489,Haptic,4.028,12,0.706
ALUMINUM FOIL,2.053,0.158,3.579,0.158,0.211,4.632,1.649,0.501,1.71,0.501,0.535,0.761,4.632,0.415,Visual,5.359,19,1.0
HANDGRIP,0.053,0.0,3.579,0.474,0.0,2.474,0.229,0.0,1.924,1.264,0.0,1.712,3.579,0.544,Haptic,3.938,19,0.95
FOOD,1.579,4.579,3.579,1.368,4.105,4.105,1.644,0.902,1.502,1.892,1.197,1.243,4.579,0.166,Gustatory,6.594,19,1.0
MANHANDLE,1.579,0.526,3.579,1.368,0.526,4.053,1.981,1.577,2.063,1.921,1.577,1.353,4.053,0.303,Visual,4.921,19,1.0
BICEPS,0.263,0.263,3.579,1.474,0.316,4.263,1.147,1.147,1.71,1.806,1.157,1.098,4.263,0.394,Visual,5.021,19,1.0
OVERHEATED,0.632,0.526,3.579,2.737,1.263,2.0,1.012,1.307,1.835,2.104,1.821,2.0,3.579,0.284,Haptic,4.25,19,1.0
HEADREST,0.105,0.0,3.579,0.211,0.105,3.526,0.315,0.0,1.677,0.535,0.315,1.611,3.579,0.476,Haptic,4.476,19,1.0
BED SHEET,0.368,0.0,3.579,0.105,1.053,4.579,0.761,0.0,1.774,0.315,1.649,1.017,4.579,0.473,Visual,5.23,19,1.0
HOT POTATO,0.579,3.579,3.579,1.211,2.053,2.526,1.121,1.924,1.924,1.718,1.715,1.837,3.579,0.222,Haptic,4.911,19,1.0
BABY OIL,0.0,0.0,3.579,0.526,1.895,2.895,0.0,0.0,1.427,1.264,1.449,1.792,3.579,0.402,Haptic,4.255,19,1.0
HOCKEY STICK,1.333,0.242,3.576,0.303,0.303,4.303,1.614,0.83,1.803,0.81,0.984,1.015,4.303,0.404,Visual,5.038,33,1.0
GEL,0.286,0.381,3.571,0.0,0.714,3.524,0.717,1.024,1.568,0.0,1.102,1.401,3.571,0.421,Haptic,4.477,21,1.0
SPONGE,1.048,0.524,3.571,0.81,1.143,3.476,1.596,1.289,1.399,1.365,1.558,1.632,3.571,0.288,Haptic,4.496,21,1.0
QUILL PEN,0.476,0.048,3.571,0.095,0.143,4.286,1.03,0.218,1.63,0.301,0.359,1.309,4.286,0.492,Visual,4.992,21,1.0
SABER,0.714,0.0,3.571,0.143,0.0,4.143,1.326,0.0,1.505,0.535,0.0,1.231,4.143,0.483,Visual,4.891,14,0.824
ROMANCE,3.095,1.286,3.571,4.762,1.476,3.571,1.7,1.875,1.72,0.436,1.806,1.434,4.762,0.196,Interoceptive,6.163,21,1.0
COOL,0.381,0.762,3.571,1.667,0.048,1.19,0.865,0.944,1.434,1.713,0.218,1.537,3.571,0.462,Haptic,3.741,21,1.0
BARBED,0.133,0.033,3.567,0.9,0.0,2.8,0.571,0.183,1.755,1.583,0.0,1.864,3.567,0.48,Haptic,4.083,30,0.909
NECKWEAR,0.125,0.0,3.562,0.0,0.188,4.375,0.342,0.0,1.825,0.0,0.544,1.025,4.375,0.53,Visual,5.052,16,1.0
STURDILY,0.5,0.062,3.562,0.875,0.0,2.75,0.894,0.25,1.315,1.204,0.0,2.113,3.562,0.46,Haptic,4.058,16,0.941
BONINESS,0.25,0.062,3.562,0.812,0.0,3.062,0.683,0.25,1.711,1.515,0.0,1.914,3.562,0.46,Haptic,4.208,16,0.727
UNWRAPPING,2.75,0.062,3.562,0.375,0.125,3.562,1.483,0.25,1.548,0.885,0.5,1.632,3.562,0.335,Visual,4.81,16,1.0
RAZORBLADE,0.438,0.125,3.562,0.75,0.062,3.938,1.209,0.5,1.711,1.732,0.25,1.34,3.938,0.437,Visual,4.744,16,1.0
VASELINE,0.062,0.375,3.562,0.062,1.312,3.438,0.25,0.719,1.365,0.25,1.25,1.711,3.562,0.397,Haptic,4.45,16,0.941
WHISKING,2.562,0.562,3.562,1.062,0.5,4.062,1.825,1.365,1.632,1.34,1.095,1.692,4.062,0.289,Visual,5.073,16,0.889
HOTDOG,0.812,4.625,3.562,1.0,3.75,4.125,1.759,0.719,1.632,1.789,1.571,1.258,4.625,0.213,Gustatory,6.452,16,1.0
POOLTABLE,1.25,0.438,3.562,0.438,0.438,3.938,1.693,1.315,1.825,0.964,1.094,1.731,3.938,0.348,Visual,4.769,16,1.0
WASHCLOTH,0.188,0.0,3.562,0.062,0.125,3.75,0.544,0.0,1.459,0.25,0.342,1.612,3.75,0.488,Visual,4.61,16,1.0
HARDCOVER,0.5,0.222,3.556,0.5,0.611,3.556,1.249,0.732,1.756,0.985,1.378,1.542,3.556,0.373,Haptic,4.488,18,1.0
PENDANT,0.722,0.111,3.556,0.278,0.056,4.611,1.127,0.471,1.688,0.752,0.236,0.698,4.611,0.488,Visual,5.234,18,1.0
POWDERY,0.222,1.222,3.556,0.444,0.556,3.5,0.548,1.396,1.723,1.042,0.784,1.505,3.556,0.351,Haptic,4.48,18,0.947
ICE BUCKET,1.167,0.444,3.556,0.389,0.444,4.056,1.917,0.922,1.688,0.85,1.247,1.514,4.056,0.365,Visual,4.841,18,1.0
DELICATENESS,0.833,0.889,3.556,1.056,0.778,3.333,1.465,1.367,1.653,1.697,1.396,1.782,3.556,0.266,Haptic,4.395,18,1.0
TENDERNESS,2.0,0.556,3.556,2.944,0.222,2.444,2.114,1.247,1.688,1.697,0.548,1.688,3.556,0.284,Haptic,4.535,18,1.0
STONE,0.722,0.389,3.556,0.278,0.056,4.111,1.364,1.195,1.504,0.826,0.236,1.183,4.111,0.445,Visual,4.861,18,1.0
ELBOWED,0.667,0.222,3.556,1.5,0.222,2.278,1.328,0.732,1.504,1.618,0.732,1.742,3.556,0.395,Haptic,3.925,18,0.947
GRAB,0.833,0.056,3.556,0.944,0.111,2.722,1.724,0.236,1.917,1.731,0.323,2.024,3.556,0.426,Haptic,4.052,18,1.0
DOGS,4.056,0.167,3.556,0.611,2.444,4.444,1.11,0.707,1.247,1.29,1.723,0.922,4.444,0.28,Visual,5.984,18,1.0
ITCHING,0.222,0.0,3.556,3.889,0.0,1.278,0.732,0.0,1.79,1.811,0.0,1.809,3.889,0.435,Interoceptive,4.731,18,1.0
BANANA PEEL,0.389,1.0,3.556,0.222,2.444,4.333,0.85,1.455,1.688,0.548,1.58,1.283,4.333,0.344,Visual,5.217,18,1.0
HOTTER,0.278,1.056,3.556,2.722,0.5,1.778,0.669,1.392,1.886,2.052,0.857,1.517,3.556,0.331,Haptic,4.161,18,1.0
PULL OFF,0.778,0.0,3.556,0.833,0.0,2.722,1.437,0.0,1.917,1.505,0.0,1.934,3.556,0.451,Haptic,4.045,18,1.0
ELECTRIC CURRENT,2.0,0.5,3.55,2.65,0.55,2.05,1.864,0.946,1.538,2.033,1.05,2.012,3.55,0.27,Haptic,4.313,20,1.0
ROCK,2.0,0.45,3.55,0.95,0.7,4.1,2.0,1.05,1.905,1.572,1.38,1.586,4.1,0.311,Visual,4.973,20,0.952
CELL PHONE,4.0,0.0,3.55,0.2,0.05,4.0,1.414,0.0,1.572,0.696,0.224,1.747,4.0,0.339,Auditory,5.569,20,1.0
SPRINGY,0.95,0.0,3.55,0.55,0.0,3.1,1.395,0.0,1.761,1.317,0.0,1.917,3.55,0.436,Haptic,4.228,20,1.0
PADDED,0.65,0.1,3.55,0.75,0.1,3.35,1.348,0.447,1.986,1.164,0.308,1.899,3.55,0.406,Haptic,4.363,20,1.0
NAILBRUSH,0.7,0.05,3.55,0.15,0.35,3.75,1.218,0.224,2.012,0.366,0.813,1.41,3.75,0.433,Visual,4.608,20,1.0
PUNCHINGBAG,1.7,0.0,3.55,0.35,0.05,4.0,1.559,0.0,1.761,0.933,0.224,1.589,4.0,0.415,Visual,4.844,20,1.0
SHOPPING BAG,0.958,0.083,3.542,0.458,0.167,4.375,1.601,0.408,1.615,1.179,0.816,0.97,4.375,0.448,Visual,5.055,24,1.0
BUR,0.692,0.0,3.538,0.615,0.077,3.308,1.182,0.0,1.761,1.193,0.277,2.097,3.538,0.43,Haptic,4.328,13,0.684
WHETSTONE,1.2,0.0,3.533,0.067,0.067,3.4,1.612,0.0,2.264,0.258,0.258,2.23,3.533,0.427,Haptic,4.399,15,0.75
THORNILY,0.4,0.0,3.533,0.667,0.067,2.6,0.737,0.0,1.995,1.047,0.258,1.993,3.533,0.486,Haptic,3.959,15,0.833
DAMPLY,0.333,0.267,3.533,0.733,1.533,2.533,0.617,0.799,1.685,1.28,1.598,1.598,3.533,0.366,Haptic,4.009,15,0.789
WRING,1.0,0.0,3.533,0.267,0.067,3.333,1.195,0.0,1.767,0.458,0.258,1.759,3.533,0.431,Haptic,4.347,15,0.882
OVENWARE,0.4,0.067,3.533,0.333,0.067,3.933,0.91,0.258,1.552,0.9,0.258,1.486,3.933,0.464,Visual,4.719,15,0.938
GOOSEBUMPS,0.6,0.267,3.533,3.933,0.2,3.267,0.986,0.594,1.767,1.624,0.561,1.58,3.933,0.316,Interoceptive,5.193,15,1.0
FEATHER DUSTER,0.2,0.0,3.533,0.133,0.067,4.333,0.561,0.0,1.959,0.516,0.258,1.447,4.333,0.524,Visual,5.007,15,1.0
STARCHED,0.4,0.867,3.533,0.267,0.933,2.267,0.632,1.457,1.885,0.799,1.28,1.792,3.533,0.395,Haptic,3.855,15,0.833
QUARTZITE,0.267,0.267,3.533,0.2,0.4,3.667,0.799,0.799,1.685,0.561,1.121,1.988,3.667,0.416,Visual,4.539,15,0.455
